,Energy,Iterations,Dipole Moment,Eigens,Derivatives,Derivative Time,Wall Time
acetaldehyde,-153.72397033,15,1.163483,"[-19.21082101, -10.32307009, -10.23838302, -1.07479265, -0.78281289, -0.60552283, -0.49977336, -0.46441963, -0.45630444, -0.41526263, -0.38233428, -0.27835315]","[0.028589, -0.020295, -1.5e-05, -0.022664, 0.019936, 2e-06, -0.005587, 0.002139, 1e-06, -0.001376, 0.000567, 0.0, 0.001066, -0.001311, 0.0, -0.000749, -0.000406, 0.001121, -0.000749, -0.000406, -0.001121]",-1,136.8
boron_monosulfide,-422.82644788,16,0.3471295,"[-89.03067565, -8.01336435, -6.89360089, -5.9480095, -5.94496551, -5.94496538, -0.76168118, -0.44983174, -0.32221452, -0.32200018, -0.32199966]","[1e-06, -2e-06, -0.01869, 0.00021, 0.000209, -0.00271]",-1,322.7
beryllium_monofluoride,-114.54431917,15,0.4606706,"[-24.74585486, -4.10601165, -1.19579777, -0.49068331, -0.4413436, -0.44134355, -0.23538533]","[0.0, -0.0, -0.006266, 1e-06, 3e-06, -0.001671]",-1,208.3
phosphorus_tribromide,-8063.07315059,27,0.1395063,"[-483.22503804, -483.22502603, -483.22502574, -77.33756564, -62.64168687, -62.64167839, -62.64166866, -56.4118027, -56.41178846, -56.41178551, -56.40927099, -56.40925461, -56.40923307, -56.40918868, -56.40917641, -56.40916671, -8.79603294, -8.79603078, -8.79602584, -6.72576338, -6.60446584, -6.6044637, -6.6044595, -6.59645517, -6.59645292, -6.59644843, -6.59621957, -6.5962175, -6.59621267, -4.86137307, -4.86137232, -4.85756337, -2.69099411, -2.69098594, -2.69098197, -2.68857985, -2.68857687, -2.68857016, -2.68839091, -2.68838735, -2.68838326, -2.68169348, -2.68169166, -2.68169036, -2.68168776, -2.68168654, -2.68168371, -0.87095599, -0.81192259, -0.81192057, -0.61836515, -0.4424503, -0.44244929, -0.40420269, -0.35308277, -0.35308233, -0.32215854, -0.32215729, -0.31284781, -0.29061692]","[-4.2e-05, -0.000147, 2e-06, 0.002571, -0.004317, -0.000138, 0.002828, 0.002681, -0.002777, 0.002944, 0.002701, 0.002424]",-1,2220.5
sulfur_dioxide,-548.43895655,14,0.6386281,"[-89.1989967, -19.27017193, -19.27016343, -8.16156247, -6.09893912, -6.09579982, -6.09265594, -1.18349567, -1.09013019, -0.66099816, -0.5183911, -0.51837302, -0.51712231, -0.39991541, -0.38575878, -0.35408785]","[-0.000171, 1.4e-05, -0.009893, 1e-05, 0.006543, 0.002751, 6e-06, -0.006542, 0.002754]",-1,257.2
methanethiol_radical,-437.91076502,12,0.6800449,"[-89.03684089, -10.25805515, -8.01652347, -5.9604049, -5.94969033, -5.94207147, -0.81004588, -0.65217705, -0.46073493, -0.45384794, -0.38779878, -0.29934536, -0.25786972]","[0.008344, -0.00065, 0.004457, -0.002973, 0.000446, 4.3e-05, -0.002808, 0.000201, 0.001975, -0.001327, 0.000398, -0.001729, -0.001396, -0.000116, -0.001589]",-1,317.3
hydroxyl_radical,-75.69273826,11,0.6460564,"[-19.28719409, -1.05620229, -0.50335062, -0.44199931, -0.37025055]","[1.8e-05, 1e-06, 0.004304, -1e-06, 0.0, -0.001727]",-1,100.4
lithium_monosulfide,-405.56929892,11,2.746965,"[-88.95998625, -7.94024612, -5.88542037, -5.86913642, -5.86868792, -2.04519143, -0.63685518, -0.26285449, -0.24388197, -0.2197634]","[1e-06, -0.0, -0.00027, -0.000401, 0.000244, 2.6e-05]",-1,245.5
phosphorus_dioxide,-491.61096596,13,0.5705134,"[-77.33033899, -19.26651827, -19.26651318, -6.72326776, -4.86123889, -4.85966858, -4.85481193, -1.10968383, -1.06276323, -0.59309216, -0.49141411, -0.47233048, -0.46633573, -0.39434454, -0.39190421, -0.32794456]","[-0.000165, 1.9e-05, 0.030778, 1e-06, 0.002945, 0.003531, 2e-06, -0.002943, 0.00353]",-1,581.2
formaldoxime_zwitterion,-169.69322997,11,1.420655,"[-19.19485741, -14.53922891, -10.27740035, -1.14452874, -0.89046822, -0.68575547, -0.5714705, -0.50746669, -0.47353052, -0.44158695, -0.28073479, -0.25488515]","[0.016119, -0.006575, -0.000437, -0.00278, 0.005415, 0.001139, -0.020193, -0.009931, -0.000186, 0.000994, -0.004493, -0.000171, 0.003936, 0.002134, 0.00024, -0.000761, 0.01036, -0.000664]",-1,111.7
tetrafluoroethylene,-475.29444891,11,1.333228e-06,"[-24.83482749, -24.83482726, -24.8348209, -24.83481648, -10.41623387, -10.41513551, -1.35503637, -1.34082154, -1.29657871, -1.28571736, -0.84643698, -0.69811517, -0.65345105, -0.64523448, -0.59881447, -0.59035981, -0.54639218, -0.51957445, -0.49678182, -0.49042023, -0.48480417, -0.48098361, -0.46583021, -0.28519976]","[-3e-06, -0.0, -0.023173, 3e-06, 0.0, 0.023174, -7e-06, 0.006039, 0.005603, -8e-06, -0.006038, 0.005603, 4e-06, -0.006034, -0.005597, 1.2e-05, 0.00604, -0.005601]",-1,385.9
boron_dioxide,-175.18841887,12,4.079698e-06,"[-19.29613489, -19.29612846, -6.86639733, -1.0890539, -1.08719546, -0.51725516, -0.49863075, -0.49582511, -0.463432, -0.43363826, -0.39292624]","[-2e-06, -0.0, 1e-06, -1.5e-05, -1e-05, 0.008572, 5e-06, 0.0, -0.008571]",-1,249.2
cyano_radical,-92.63910457,14,0.5704343,"[-14.45317619, -10.35266018, -0.98530563, -0.52398979, -0.42271687, -0.40629933, -0.40629932]","[-0.0, -1e-06, -0.053926, -6e-06, -1.2e-05, 0.027181]",-1,141.1
boron_nitride,-79.34415919,12,0.8459958,"[-14.43967269, -6.88761444, -0.87464478, -0.42938403, -0.38399771, -0.34055893, -0.3400561]","[0.0, 0.0, -0.027185, -0.0, -4e-06, 0.003806]",-1,115.0
acetyl_chloride,-613.22516607,13,1.111801,"[-101.71388745, -19.24240491, -10.38700698, -10.26550233, -9.53996014, -7.27321619, -7.26695458, -7.26576662, -1.12912684, -0.88109036, -0.78815379, -0.58770574, -0.51386299, -0.49778929, -0.49663242, -0.43430058, -0.42039466, -0.34529772, -0.34088064, -0.31730966]","[-0.006692, -0.00798, -2e-06, -0.008254, 0.002073, -4e-06, 0.003388, 0.015959, 2e-06, -0.000126, 0.000214, 3.5e-05, 0.010854, -0.000629, 0.0, 0.001234, -0.005166, 0.008784, 0.001234, -0.005166, -0.008784]",-1,334.2
magnesium_diatomic,-399.94504086,8,1.963768e-05,"[-46.91226252, -46.91225761, -3.14515181, -3.14514943, -1.8667686, -1.8667679, -1.86676494, -1.86676423, -1.86644833, -1.8664217, -0.22236113, -0.18105473]","[3e-05, -3.2e-05, -0.000622, -7.3e-05, 2e-05, 0.000626]",-1,76.8
methyl_chloride,-499.95237587,11,0.7403971,"[-101.69980357, -10.2874766, -9.52500053, -7.25944377, -7.25095529, -7.25095505, -0.87551686, -0.69441458, -0.4572843, -0.45728237, -0.43316428, -0.31294683, -0.31294642]","[-0.0, -0.000147, 0.019933, 0.000189, 8.1e-05, 0.008363, 0.0, 0.013587, -0.009508, 0.011746, -0.006787, -0.009505, -0.011746, -0.006786, -0.009505]",-1,150.6
dimethyl_ether,-154.9155494,11,0.4963179,"[-19.20818756, -10.26172885, -10.26171835, -1.06396706, -0.74233103, -0.65815278, -0.49105079, -0.48906919, -0.48903864, -0.40936567, -0.39193693, -0.33465708, -0.27309255]","[-2e-06, 3e-06, -0.003552, 1e-06, 0.009383, -0.003722, -0.0, -0.009382, -0.003723, 0.0, 0.005812, 0.000878, -0.0, -0.005812, 0.000878, 0.000451, -0.003453, 0.002257, -0.000451, -0.003453, 0.002257, -0.000451, 0.003453, 0.002257, 0.000451, 0.003453, 0.002257]",-1,150.1
methyl_ketene,-191.77956734,13,0.7602459,"[-19.26463471, -10.34024227, -10.23844261, -10.23744957, -1.13994382, -0.8278934, -0.70917235, -0.55088624, -0.5134964, -0.47310881, -0.46969991, -0.43185146, -0.4170791, -0.39822953, -0.24336726]","[-0.003004, 0.002191, -2.8e-05, -0.010437, 0.006803, -8e-06, -0.00451, -0.001772, 7e-06, 0.014551, -0.006222, 1.7e-05, -0.000139, -0.001568, 7e-06, 0.000269, 0.000653, -1e-06, 0.001052, -0.000129, 0.000972, 0.001048, -0.000132, -0.000973]",-1,193.7
tetrafluorosilane,-688.8760402,11,0.0001479042,"[-66.37132566, -24.80731684, -24.80727251, -24.80727021, -24.80726525, -5.44535934, -3.78060367, -3.7806027, -3.78060164, -1.30201861, -1.26546892, -1.26546627, -1.2654612, -0.64098003, -0.57130751, -0.57130662, -0.57130464, -0.51816413, -0.51816408, -0.50821761, -0.50821584, -0.5082153, -0.47159859, -0.47159519, -0.47159442]","[8.9e-05, -7.9e-05, 4.3e-05, -0.001748, -0.00172, -0.001781, 0.001788, 0.001743, -0.001781, 0.001779, -0.001684, 0.001752, -0.001759, 0.001722, 0.001709]",-1,435.6
silicon_monosulfide,-687.4737584,11,0.6820266,"[-89.01592207, -66.29442986, -7.99770678, -5.93069388, -5.93069362, -5.92982953, -5.3749185, -3.70950879, -3.70950847, -3.7037494, -0.73141288, -0.45163572, -0.30420892, -0.30420889, -0.29633784]","[2.1e-05, -1.2e-05, 0.001185, -0.00028, 0.000212, 0.003851]",-1,186.3
sulfur_monochloride,-858.11204572,21,0.01040697,"[-101.75710227, -89.08881438, -9.58090914, -8.06568817, -7.31450385, -7.31034657, -7.30535807, -6.00704344, -6.00241119, -5.99002774, -0.92748155, -0.71112123, -0.45409972, -0.42698546, -0.40761145, -0.30496199, -0.27128838]","[-0.000117, -8.5e-05, -0.003234, 8.8e-05, 0.0001, 0.006821]",-1,677.6
neon_dimer,-257.74362381,9,1.196885e-06,"[-31.06177568, -31.06177472, -1.49094063, -1.49035287, -0.59166258, -0.58846129, -0.58846128, -0.58735941, -0.58735934, -0.58420763]","[-1.6e-05, 1.5e-05, 0.000794, -5e-06, 3e-06, -0.000786]",-1,61.9
formaldoxime,-169.70605791,12,0.152095,"[-19.25329579, -14.45106598, -10.26189548, -1.11939245, -0.89354265, -0.63348006, -0.5551491, -0.48663882, -0.44050773, -0.43422328, -0.30832003, -0.29036251]","[0.014497, -0.016754, 1.1e-05, -0.003486, 0.021957, 5e-06, -0.012354, -0.005997, 4.4e-05, -0.001978, 0.001325, 0.0, 0.001463, 0.003081, 0.0, 0.002472, -0.002204, 1e-06]",-1,116.4
lithium_chloride,-467.65322374,11,2.749782,"[-101.60377086, -9.4304967, -7.15963181, -7.1590976, -7.15909728, -2.04882287, -0.73362352, -0.28733571, -0.26403033, -0.26403027]","[-0.0, -0.0, -0.000601, 3e-06, 3.1e-05, 0.005516]",-1,118.3
isopropyl_radical,-118.37732411,28,0.1187611,"[-10.23244744, -10.21314128, -10.21312442, -0.8076145, -0.71192468, -0.58892135, -0.46793214, -0.44513641, -0.42259662, -0.39911523, -0.36644251, -0.35993538, -0.1975243]","[-0.012044, 0.006167, -1.9e-05, 0.002277, -0.003421, 0.004126, 0.002257, -0.0034, -0.004168, 0.000882, 0.000275, -1e-06, -0.000819, 0.001022, 0.000756, -0.000817, 0.001018, -0.000766, 0.000367, 0.000148, -0.000126, -0.001057, -0.000218, -0.000387, -0.001053, -0.000211, 0.000385, 0.000359, 0.000155, 0.000129]",-1,581.6
cyanogen,-185.51409324,13,3.29756e-07,"[-14.45867276, -14.45867022, -10.33976678, -10.33915385, -1.01375396, -0.99435187, -0.77040502, -0.47363063, -0.47363063, -0.45384943, -0.44081749, -0.39296077, -0.39296077]","[2e-06, 2e-06, 0.011715, -1e-06, 2e-06, -0.011715, 1e-06, 2e-06, -0.000422, 3e-06, -3e-06, 0.000422]",-1,164.6
boron_monohydride,-25.24955871,8,0.6259023,"[-6.88118922, -0.49908917, -0.24561791]","[-0.0, -0.0, 0.002852, 0.0, 0.0, -0.003628]",-1,18.4
thiirane,-476.61177963,12,0.7522226,"[-89.01521778, -10.26845445, -10.26811486, -7.99473312, -5.93132056, -5.92907872, -5.9223366, -0.89025107, -0.64204871, -0.63682213, -0.51285468, -0.46770383, -0.40207766, -0.34003742, -0.33044678, -0.24212483]","[0.000318, 0.000279, 0.002579, 0.0, 0.00615, -0.004892, -1e-06, -0.00615, -0.00489, -0.000744, -0.000239, 0.000287, 0.000744, -0.000239, 0.000287, 0.000744, 0.000239, 0.000287, -0.000744, 0.000239, 0.000287]",-1,214.3
sodium_chloride,-622.34624401,11,3.456482,"[-101.58219938, -38.58708282, -9.40838927, -7.13785624, -7.13688401, -7.13688367, -2.29044161, -1.2032359, -1.2032358, -1.20151223, -0.70757079, -0.25711135, -0.24062802, -0.24062797]","[-6.6e-05, -4.2e-05, 0.001119, -0.000309, 0.000128, 0.000893]",-1,161.2
magnesium_sulfide,-598.03624595,13,3.119538,"[-88.9512834, -46.96837282, -7.93020963, -5.86714642, -5.86108196, -5.86108185, -3.20332821, -1.92522191, -1.92522182, -1.92500427, -0.61682018, -0.27037858, -0.21487538, -0.21487535]","[-3e-06, -5.5e-05, -0.004391, 0.00013, 0.000161, 0.000585]",-1,180.6
methyl_silane,-331.06561542,11,0.3126485,"[-66.22619363, -10.21234358, -5.31284865, -3.64652343, -3.64652329, -3.64602622, -0.72370058, -0.53357897, -0.42594377, -0.42593195, -0.34400724, -0.34399993, -0.33894935]","[0.0, -3.8e-05, 0.003266, -1e-06, 0.000385, 0.000155, -0.0, 0.00283, -0.001005, -0.002479, -0.00143, -0.001018, 0.002479, -0.00143, -0.001018, -0.0, 0.001013, -0.00076, 0.000899, -0.000519, -0.000767, -0.000899, -0.000519, -0.000767]",-1,158.8
aluminum_trichloride,-1622.77984659,11,4.180823e-05,"[-101.71485852, -101.71484624, -101.71480614, -56.23286536, -9.54209434, -9.54208607, -9.54208012, -7.27293525, -7.27292438, -7.27292311, -7.27003037, -7.27002127, -7.2700171, -7.26931802, -7.26930939, -7.2693076, -4.25907989, -2.79263286, -2.78737693, -2.78737674, -0.86801447, -0.85089836, -0.85089421, -0.48266886, -0.41943204, -0.41942961, -0.38655111, -0.36946286, -0.36946069, -0.36358657, -0.363583, -0.34592936]","[9e-06, 1.5e-05, -0.000569, -7.1e-05, -0.000103, 0.001902, 0.000152, 0.001141, 0.000196, 0.00012, -0.000678, 0.000306]",-1,573.7
methanethiol,-438.5525919,11,0.6320871,"[-89.01547732, -10.25790575, -7.99645182, -5.93324205, -5.93002435, -5.92467149, -0.80244709, -0.66283586, -0.46356279, -0.44492236, -0.41332963, -0.33936729, -0.24977112]","[-0.00042, -0.008901, 0.000109, -0.003593, 0.018104, -3e-05, 0.00348, -0.007965, -1.9e-05, 0.002065, 0.005949, -0.007238, -0.006647, -0.010859, 7.5e-05, 0.00236, 0.005556, 0.006933]",-1,150.8
hypochlorous_acid,-535.79666312,12,0.6031172,"[-101.75270326, -19.28365287, -9.57420616, -7.31227996, -7.2987196, -7.29839477, -1.10758731, -0.82478802, -0.55600786, -0.46870789, -0.43489842, -0.33589792, -0.30253193]","[0.008082, -0.001612, -2e-06, -0.000962, 0.000804, 0.0, -0.002122, 0.002881, 0.000201]",-1,161.6
lithium_hydride,-8.05270456,9,2.264613,"[-2.01811491, -0.19999297]","[0.0, 0.0, 7.1e-05, -0.0, -0.0, 1.7e-05]",-1,13.4
monosulfur_monofluoride,-497.80451495,28,0.2840428,"[-89.1154106, -24.82415271, -8.08965245, -6.03149713, -6.02771957, -6.01286781, -1.2846515, -0.75607481, -0.52758029, -0.52547538, -0.50995261, -0.32433532, -0.28216014]","[0.000382, -5.6e-05, -0.003125, -2e-06, 6e-06, 0.00615]",-1,610.3
ammonia,-56.52120494,10,0.6008455,"[-14.35999937, -0.87807561, -0.47638979, -0.4763713, -0.28453537]","[-0.00489, 0.000428, -1e-06, 0.000467, 0.000385, -0.0, 0.000486, -0.000211, 0.000367, 0.000486, -0.000212, -0.000367]",-1,50.6
boron_monofluoride,-124.58837184,11,0.38365,"[-24.85648645, -6.89406865, -1.33098643, -0.6407523, -0.54823587, -0.54823585, -0.29577324]","[-0.0, -0.0, -0.007582, -0.0, -0.0, 0.008386]",-1,63.4
carbon_tetrafluoride,-437.29884731,12,8.658565e-05,"[-24.83695441, -24.8369516, -24.83694849, -24.83693256, -10.56603467, -1.42536883, -1.30647863, -1.3064772, -1.30647585, -0.76688064, -0.67372981, -0.67372949, -0.67372854, -0.53772189, -0.53772184, -0.50888834, -0.50888823, -0.50888771, -0.46527081, -0.4652698, -0.46526911]","[-2e-06, 3e-06, 0.0, -0.001483, -0.001695, -0.001683, 0.001649, 0.001577, -0.001656, 0.0017, -0.001626, 0.001617, -0.001717, 0.001722, 0.001468]",-1,353.5
silicon_diatomic,-578.64153282,11,1.672416e-06,"[-66.27131429, -66.27129288, -5.35288625, -5.35270132, -3.68934277, -3.68934267, -3.68925149, -3.68925139, -3.68030808, -3.67932883, -0.55538204, -0.3870355, -0.24669256, -0.24669254, -0.22668869]","[-0.000134, -5.6e-05, 0.005137, 0.000279, 0.000151, -0.00513]",-1,346.3
acetylene,-77.26241962,10,1.296355e-07,"[-10.23585942, -10.23323236, -0.77900276, -0.58751852, -0.51368394, -0.3100629, -0.3100629]","[0.0, -0.0, 0.014675, 0.0, -0.0, -0.014675, 0.0, 0.0, -0.000574, 0.0, 0.0, 0.000574]",-1,62.1
phosphorus_trichloride,-1721.55885398,15,0.1982529,"[-101.7321639, -101.73215225, -101.73212322, -77.34433799, -9.55847618, -9.55847113, -9.55845628, -7.29129947, -7.29129529, -7.29128355, -7.28518028, -7.28517674, -7.28516642, -7.28490167, -7.28489771, -7.28488815, -6.73124018, -4.8672272, -4.86722577, -4.8627321, -0.93322412, -0.86821149, -0.8682089, -0.63098204, -0.47619911, -0.47619816, -0.43655109, -0.38809713, -0.38809318, -0.35360042, -0.35359936, -0.34298697, -0.30277502]","[0.002269, 0.001579, -0.004113, 0.000905, 0.000171, -0.001322, 0.000599, -0.000736, -0.000713, 0.000589, 0.000784, -0.000601]",-1,703.0
magnesium_monochloride,-660.10742435,13,1.324885,"[-101.6513412, -46.95587129, -9.47830528, -7.20883097, -7.20627137, -7.20627121, -3.1921726, -1.91484948, -1.91484938, -1.91236362, -0.78490977, -0.35467737, -0.30875424, -0.30875422, -0.21144495]","[-1.7e-05, -1.1e-05, -0.00865, -0.000297, -0.000114, -0.005595]",-1,410.3
carbon_disulfide,-834.23353355,11,2.086238e-06,"[-89.05629695, -89.05627618, -10.35549282, -8.03763723, -8.03762645, -5.97262687, -5.97262305, -5.96928686, -5.96928653, -5.96928601, -5.96928574, -0.88399702, -0.79209178, -0.52706766, -0.44646667, -0.40690733, -0.40690732, -0.28850164, -0.28850164]","[-0.0, -2e-06, 0.0, 0.000103, 9.6e-05, 0.008252, 0.000171, 0.000192, -0.008249]",-1,274.4
magnesium_monofluoride,-299.81982611,12,1.244509,"[-46.93342039, -24.65991001, -3.17144081, -1.8947331, -1.89473308, -1.89144684, -1.09285925, -0.38360519, -0.35347462, -0.35347459, -0.21020061]","[-4.4e-05, -8.9e-05, -0.007725, 0.0, -5e-06, -0.003488]",-1,263.8
methyl_radical,-39.8030408,10,4.436264e-06,"[-10.23866568, -0.71175568, -0.43812336, -0.4381222, -0.24823743]","[-0.0, -0.0, -0.000143, -0.0, 0.0, -0.000375, -0.0, 0.000365, 0.000202, -0.0, -0.000365, 0.000202]",-1,85.6
ethylene,-78.51900037,10,2.015746e-07,"[-10.22706978, -10.22613984, -0.78415664, -0.59864453, -0.48586458, -0.43259227, -0.36979027, -0.2887764]","[-0.0, 0.0, 0.016937, -0.0, 0.0, -0.016937, -0.0, 0.002136, 0.000337, -0.0, -0.002136, 0.000337, -0.0, 0.002136, -0.000337, -0.0, -0.002136, -0.000337]",-1,62.5
trifluoroacetate_anion,-526.01285485,15,1.888736,"[-24.63732372, -24.63731591, -24.63616262, -18.98034456, -18.97833813, -10.29279095, -10.14605159, -1.18004244, -1.09134274, -1.09106274, -0.88589323, -0.80356732, -0.57764703, -0.46544104, -0.44686108, -0.44433547, -0.32853162, -0.32842552, -0.32032565, -0.29071878, -0.28607821, -0.26780172, -0.26289024, -0.25136224, -0.23382421, -0.09848278, -0.08987867, -0.08822685]","[-0.006707, 0.000363, 0.0, 0.013209, 0.000266, -1e-06, 0.001371, 0.003561, -3e-06, 0.001579, -0.002035, 0.003037, 0.001579, -0.002036, -0.003037, -0.00763, 0.017233, -5e-06, -0.006323, -0.017041, -4e-06]",-1,572.5
bromoform,-7760.41211039,19,0.3473803,"[-483.22531635, -483.22527712, -483.22524757, -62.64173782, -62.6416853, -62.64168221, -56.41251956, -56.41246499, -56.41245876, -56.40899237, -56.40898108, -56.40895213, -56.40892957, -56.40891554, -56.40890094, -10.39900459, -8.79609661, -8.79604259, -8.79603966, -6.60642037, -6.6063674, -6.60636436, -6.59546785, -6.59541132, -6.59540853, -6.59540371, -6.59535174, -6.59534888, -2.69265146, -2.69259725, -2.69257844, -2.68936882, -2.68932147, -2.68931324, -2.6892992, -2.68926481, -2.6892579, -2.68014909, -2.68014822, -2.68009488, -2.68009442, -2.68009173, -2.6800915, -0.91225464, -0.81276478, -0.812738, -0.65842283, -0.49898727, -0.45994526, -0.45993424, -0.34309505, -0.34309222, -0.31816699, -0.31636965, -0.31635284, -0.29926885]","[-0.016434, -3.7e-05, -9e-06, 0.01785, -9e-06, 0.0, -0.000361, -0.005686, -3.7e-05, 0.00019, 0.00088, -0.002915, 0.000137, 0.00117, 0.003183]",-1,1651.8
nitrogen_trifluoride,-353.92738355,15,0.06928683,"[-24.85162534, -24.8515828, -24.85157522, -14.68719381, -1.42255718, -1.2903868, -1.29035962, -0.8607815, -0.66400724, -0.66399435, -0.61582352, -0.52288115, -0.52288046, -0.47734888, -0.47733348, -0.46223829, -0.37820246]","[-0.000145, -2e-06, -0.002339, -0.000925, -1e-05, -0.000817, 0.000701, 0.001133, -0.000768, 0.00071, -0.001121, -0.000767]",-1,268.8
